11111111111111111111111111010111111111111111111111111111111011111,1
11111011111111111111111111111111111111111111111111101111111111111,1
11111111111110111111011111011111111111111111111111111111111111111,1
11111111111111111111111111111110111111111011111111111111011111111,1
11111111111111111111111111111111011111101011111111111111111111111,1
11111111111111111111110111111111111111111111111111110111111111110,1
11111111111111101111101101111111111111111111111111111111111111111,1
11111111111111111111110111111111111111101011111111111111111111111,1
11111111111001111111111011111111110111111111111111111101111111111,1
11101111111110011111111111111111111111111111111011110111111111111,1
11111011111111111111111111111111111011111111111111111111111111111,1
11111111111111111111101111111111111111111111111111111111110111111,1
11111111111111111111111111111111111011111111111011111111111111111,2
11011111011111111111111101111111111111111111111111111111111111111,2
11111111111111011111111111111111111111111110111111111111111111111,1
11111101111110111111111111011111011011111111111111111111111111111,1
11111111111111111101111111111111111111111111111111110111101011111,1
11111111111111011111111111110111111111111011111111111111110111011,1
11111111111111111111111111111110101110111111111111111111111111101,1
11111111011110111111111111111111111111111111111111111111101011111,1
11111111111111111111111111111111011111111111111111111110111111111,1
11111111111111110111110111111111111111111110111111111111011111111,1
11111111111111011110111111111111111111111111111111111111111111110,1
11111111111111111110111111110111111111111111101111111011011111111,1
11111111111111111111110111111011111111111111111111011111111101111,1
11111111111111111111111111111111111111111101110111101111011111111,1
11111111111111111111110111111111111011111011111110011111111011101,1
11111101111111111111101111111111100111111111111111111111111111111,1
11111111101111111111111111111111110111111011111111111111111111111,1
11111111111111111111111111111111111111111111101111111101111110111,1
11111011111111111111101111011111101111111111111111111111111111111,1
10111111111110111111111111111111111111110111111111111111111111111,1
11111111110111111111111111111111111111111110111111111111111111111,4
11111111111011111111111111111111111111111111110111111111101111111,1
11111111111111111111111111111111101111111111111111111111101111111,1
11111111111011111111101111111111111111111111111111011111111111111,1
11111111111011111111111111111111111111111111111111111111111111011,2
11111111111111111111111111111011111111111111110111111111111111111,2
11111111111111111111111111111111111111101011111111101111111111111,1
11111111111111111111111111111111111111111111111111111111111011101,2
11111111100111111111111111111111101111111111111111111111111111111,1
11111111111111111111111111111111111111111111111111101111111111011,1
11111111110101111111111011111111111111111111111111101111111111111,1
11111110111111111111111111110111111111111111111111111101111111111,1
11111111111111111111111111111111111111111101110011111111111111111,1
10111111111111111111111111111111111111111111111111101111111111110,1
11111111111111111111111111111110111101111111111111111111011111111,1
11111111111111111111111111111111111110100111111101111110111111111,1
11011111111111111111111111111111111111110110110111111111111111111,1
11111110111111011111111111111111111111111111111111111110111111111,1
11111111111111111111111111111111111100111111111011111111111111111,1
01111101111111011111111111111111111111111111111111111111111111111,1
11111111111111111101111111111110111111111111111111111111111111111,2
01111111011111111111111111111111111111111111111111011111111111111,1
11111111111111111110111111111111111111111111111111111111111111111,16
11111111111111111111110111111111111111111100111111110111111111111,1
11111111111111111111111111111111011111111111110111111111111111111,2
11011111111111111111111111111101111111111111111110111111111111111,1
11111011111111111111111111111111111111111011110111110110110111111,1
11111111111111111111111111111111101111111011111111111111110011111,1
11111111111111111111110111111111111111111111111111011111101111111,1
11111011111111011111111111111111111111111111111111111011111111111,2
11011111111110111111111111111111111111111111111111111111111111111,3
11111111111111111111111111111110111011111111111111011111111111111,2
11111111111111110111111111101111011111101111111111111111010111111,1
11110111111111011111111111111111111111111111111111111111111111111,1
11111111111110111111111111111111111110111111111111111011111111111,2
11111111111111101101111111111111111111111111111111111111111111111,1
11111111111111111111111111111111111011011111111111011111111111111,1
11111111111111111101011111111111111111111111111111011111111111111,1
01111111111111111111111111111111011111111011111111111111111111111,1
11111111111110111111111111111111111111111111110101111111111111111,1
11111110111111111111111111111111111111111111101111111101111111111,1
11111111111011111101101111111111111111111111111111111111111111111,1
11111111111111111111111101101111111111111111111111111111101111111,1
11111111111111101111111111111111111011111111111111111011111111111,1
11111111111111111111111111111101111110111111111111111111111111111,1
11011011111111111111110111111111011111111111111111111111111111111,1
11111111111111111111101111111011110111111111111111111111111111111,1
11111111111111101111111111011111111111111111111111111111111111111,2
11111111111101111111110111111111111111111011111111111111101111111,1
11111111111110111111101101111111111111111111111111111111111111111,1
11010111111111111111111111011111111111111111111111111111111111111,1
11011111111111111111011111111111111111111111111111011111111111101,1
11011111111111111111111111111111111110111111111110111011011111101,1
11111111111111111110111110111111111111111111101111111111111111111,1
11111111110110111111111111111111111111111111111111111101111111111,1
11111111111111111111101111111111111111111011111111111111111101111,1
11111111111111011111111110111111111111111111111111011011111111111,1
10111111111111111111111111111111111111111111111111111111011111111,6
11111111111011111111111111111011101111111111111111111111111111111,1
11111011111111111111111111111101111111111111111111111111111111111,2
11111111111110111111111001111111111111111111111111111101111111111,1
11011111111110011111111111011111111111111101101111111111111111111,1
11111111111111111111111011111111111101111111111111011111111111111,1
11111111111111111111111111111111111111011111111111111011110111111,1
11111111111111110111111111110111111111111111111111111111111111111,2
10111111111110111111111111111111111111111111111111011111110111111,1
10111111111111111111111111111111011101111111111111111101111111111,1
